fecha,num_boletin,semaforo,biomasa_caribe_mexicano_ton,biomasa_caribe_central_ton,biomasa_caribe_oriental_ton,biomasa_atlantico_central_ton,num_conglomerados,conglomerado_cozumel,corriente_xcalak_nudos,corriente_xcalak_dir,corriente_mahahual_nudos,corriente_mahahual_dir,corriente_tulum_nudos,corriente_tulum_dir,corriente_playa_carmen_nudos,corriente_playa_carmen_dir,corriente_puerto_morelos_nudos,corriente_puerto_morelos_dir,corriente_cancun_nudos,corriente_cancun_dir,viento_norte_nudos,viento_norte_dir,viento_sur_nudos,viento_sur_dir,archivo
2025-03-14,1008,MUY BAJO,21403,32270,53255,333867,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1008_14_MARZO_2025.pdf
2025-03-15,1009,BAJO,21659,21653,54464,339548,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1009_15_MARZO_2025.pdf
2025-03-16,1010,BAJO,21309,36004,55777,341654,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1010_16_MARZO_2025.pdf
2025-03-17,1011,MUY BAJO,19471,35102,60012,350996,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1011_17_MARZO_2025.pdf
2025-03-18,1012,MUY BAJO,21553,33407,60012,357293,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1012_18_MARZO_2025.pdf
2025-03-19,1013,MUY BAJO,19640,30201,65823,357507,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1013_19_MARZO_2025.pdf
2025-03-20,1014,MUY BAJO,20634,30135,66073,343630,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1014_20_MARZO_2025.pdf
2025-03-21,1015,MUY BAJO,20355,36355,61991,351437,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1015_21_MARZO_2025.pdf
2025-03-22,1016,MUY BAJO,19479,35795,61059,362837,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1016_22_MARZO_2025.pdf
2025-03-23,1017,MUY BAJO,21174,30141,60533,342545,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1017_23_MARZO_2025.pdf
2025-03-24,1018,MUY BAJO,21174,30141,60533,342545,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1018_24_MARZO_2025.pdf
2025-03-25,1019,MUY BAJO,20017,29213,52593,313390,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1019_25_MARZO_2025.pdf
2025-03-26,1020,MUY BAJO,18405,28832,50410,286805,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1020_26_MARZO_2025.pdf
2025-03-27,1021,MUY BAJO,18405,28832,50410,286805,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1021_27_MARZO_2025.pdf
2025-03-28,1022,MUY BAJO,15609,7454,36868,199629,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1022_28_MARZO_2025.pdf
2025-03-29,1023,ESCASO,12230,5726,39795,189377,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1023_29_MARZO_2025.pdf
2025-03-30,1024,ESCASO,10632,9966,35485,178370,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1024_30_MARZO_2025.pdf
2025-03-31,1025,ESCASO,10632,9966,35485,178370,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1025_31_MARZO_2025.pdf
2025-04-01,1026,ESCASO,13673,11054,43207,153895,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1026_01_ABRIL_2025.pdf
2025-04-02,1027,ESCASO,13673,11054,43207,153895,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1027_02_ABRIL_2025.pdf
2025-04-03,1028,ESCASO,14276,9176,46454,134723,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1028_03_ABRIL_2025.pdf
2025-04-04,1029,MUY BAJO,15958,9229,42798,137217,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1029_04_ABRIL_2025.pdf
2025-04-05,1030,MUY BAJO,15775,10021,43697,133351,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1030_05_ABRIL_2025.pdf
2025-04-06,1031,MUY BAJO,15165,8271,42307,143251,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1031_06_ABRIL_2025.pdf
2025-04-07,1032,MUY BAJO,13054,3958,40813,78176,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1032_07_ABRIL_2025.pdf
2025-04-08,1033,MUY BAJO,15234,1588,52079,175299,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1033_08_ABRIL_2025.pdf
2025-04-09,1034,MUY BAJO,10649,12706,18276,72021,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1034_09_ABRIL_2025.pdf
2025-04-10,1035,ESCASO,1952,8925,11459,39409,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1035_10_ABRIL_2025.pdf
2025-04-11,1036,MUY BAJO,7241,1721,15979,107829,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1036_11_ABRIL_2025.pdf
2025-04-12,1037,MUY BAJO,16176,9763,83739,396737,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1037_12_ABRIL_2025.pdf
2025-04-13,1038,BAJO,17541,14864,129256,455577,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1038_13_ABRIL_2025.pdf
2025-04-14,1039,BAJO,17818,15105,134211,516787,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1039_14_ABRIL_2025.pdf
2025-04-15,1040,BAJO,16282,14033,175243,529735,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1040_15_ABRIL_2025.pdf
2025-04-16,1041,BAJO,14688,9339,202716,585884,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1041_16_ABRIL_2025.pdf
2025-04-17,1042,BAJO,13788,6358,206968,580276,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1042_17_ABRIL_2025.pdf
2025-04-18,1043,BAJO,14931,5885,225526,558729,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1043_18_ABRIL_2025.pdf
2025-04-19,1044,BAJO,10119,7305,224263,560376,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1044_19_ABRIL_2025.pdf
2025-04-20,1045,BAJO,10500,9062,232170,551290,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1045_20_ABRIL_2025.pdf
2025-04-21,1046,MUY BAJO,10256,9894,240074,603387,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1046_21_ABRIL_2025.pdf
2025-04-25,1050,ESCASO,12253,34285,1469405,513801,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1050_25_ABRIL_2025.pdf
2025-04-26,1051,ESCASO,13539,36979,273665,514997,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1051_26_ABRIL_2025.pdf
2025-04-27,1052,ESCASO,20126,40045,275104,541048,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1052_27_ABRIL_2025.pdf
2025-04-28,1053,ESCASO,20337,45343,274383,466979,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1053_28_ABRIL_2025.pdf
2025-04-29,1054,ESCASO,19602,48774,263499,433305,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1054_29_ABRIL_2025.pdf
2025-04-30,1055,ESCASO,19605,50338,273456,380594,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1055_30_ABRIL_2025.pdf
2025-05-01,1056,ESCASO,19086,46336,243281,459928,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1056_01_MAYO_2025.pdf
2025-05-02,1057,ESCASO,21664,46490,219939,451221,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1057_02_MAYO_2025.pdf
2025-05-03,1058,ESCASO,22930,43607,256532,641537,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1058_03_MAYO_2025.pdf
2025-05-04,1059,ESCASO,18828,49402,262868,724762,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1059_04_MAYO_2025.pdf
2025-05-05,1060,ESCASO,17972,58031,278756,732318,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1060_05_MAYO_2025.pdf
2025-05-06,1061,ESCASO,18395,53968,314818,801309,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1061_06_MAYO_2025.pdf
2025-05-07,1062,ESCASO,23606,62015,263129,886003,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1062_07_MAYO_2025.pdf
2025-05-08,1063,ESCASO,26274,59014,346246,1031212,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1063_08_MAYO_2025.pdf
2025-05-09,1064,ESCASO,24579,70448,369764,1029043,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1064_09_MAYO_2025.pdf
2025-05-10,1065,ESCASO,23332,70635,361673,982107,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1065_10_MAYO_2025.pdf
2025-05-11,1066,ESCASO,23791,61493,362944,932188,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1066_11_MAYO_2025.pdf
2025-05-12,1067,ESCASO,24292,52574,341767,917270,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1067_12_MAYO_2025.pdf
2025-05-13,1068,ESCASO,26444,52407,338504,869996,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1068_13_MAYO_2025.pdf
2025-05-14,1069,ESCASO,18152,51916,337919,741891,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1069_14_MAYO_2025.pdf
2025-05-15,1070,ESCASO,19306,53655,273491,495492,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1070_15_MAYO_2025.pdf
2025-05-16,1071,BAJO,19131,36386,245624,390811,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1071_16_MAYO_2025.pdf
2025-05-17,1072,BAJO,21768,64835,219863,336847,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1072_17_MAYO_2025.pdf
2025-05-18,1073,BAJO,28302,64794,190417,280692,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1073_18_MAYO_2025.pdf
2025-05-19,1074,MODERADO,27810,91011,245833,286222,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1074_19_MAYO_2025.pdf
2025-05-20,1075,MODERADO,37356,107637,189930,176422,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1075_20_MAYO_2025.pdf
2025-05-21,1076,MODERADO,35118,103883,245331,382253,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1076_21_MAYO_2025.pdf
2025-05-22,1077,MODERADO,34040,111204,246627,397619,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1077_22_MAYO_2025.pdf
2025-05-23,1078,MODERADO,35902,113006,323220,560351,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1078_23_MAYO_2025.pdf
2025-05-24,1079,MODERADO,35889,98678,317732,565130,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1079_24_MAYO_2025.pdf
2025-05-25,1080,MODERADO,35018,100663,294693,576579,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1080_25_MAYO_2025.pdf
2025-05-26,1081,MODERADO,35421,85178,288148,597917,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1081_26_MAYO_2025.pdf
2025-05-27,1082,MODERADO,24043,85606,290634,595262,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1082_27_MAYO_2025.pdf
2025-05-28,1083,MODERADO,31487,83156,252884,541633,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1083_28_MAYO_2025.pdf
2025-05-29,1084,MODERADO,32382,68371,258962,525168,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1084_29_MAYO_2025.pdf
2025-05-30,1085,MODERADO,31434,70259,190961,449836,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1085_30_MAYO_2025.pdf
2025-05-31,1086,MODERADO,30993,68367,191712,419818,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1086_31_MAYO_2025.pdf
2025-06-01,1087,MODERADO,30993,68367,191712,419818,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1087_01_JUNIO_2025.pdf
2025-06-02,1088,MODERADO,27211,78772,119023,378019,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1088_02_JUNIO_2025.pdf
2025-06-03,1089,ALTO,43911,10993,120219,302847,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1089_03_JUNIO_2025.pdf
2025-06-04,1090,ALTO,38540,65676,172145,487345,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1090_04_JUNIO_2025.pdf
2025-06-05,1091,ALTO,37062,66408,274582,642317,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1091_05_JUNIO_2025.pdf
2025-06-06,1092,ALTO,37216,72075,265040,692727,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1092_06_JUNIO_2025.pdf
2025-06-07,1093,ALTO,41076,79366,357530,744561,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1093_07_JUNIO_2025.pdf
2025-06-08,1094,ALTO,40025,43913,353491,751132,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1094_08_JUNIO_2025.pdf
2025-06-09,1095,ALTO,36038,48603,348519,749901,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1095_09_JUNIO_2025.pdf
2025-06-10,1096,ALTO,34526,45267,350343,798533,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1096_10_JUNIO_2025.pdf
2025-06-11,1097,MODERADO,34711,57781,332251,707202,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1097_11_JUNIO_2025.pdf
2025-06-12,1098,ALTO,37599,57510,289035,564814,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1098_12_JUNIO_2025.pdf
2025-06-13,1099,ALTO,37599,57510,,,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1099_13_JUNIO_2025.pdf
2025-06-16,1101,ALTO,37599,57510,289035,564814,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1101_16_JUNIO_2025.pdf
2025-06-17,1102,ALTO,37599,57510,289035,564814,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1102_17_JUNIO_2025.pdf
2025-06-18,1103,ALTO,42073,61333,207673,678250,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1103_18_JUNIO_2025.pdf
2025-06-20,1105,ALTO,32501,63996,210320,711229,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1105_20_JUNIO_2025.pdf
2025-06-21,1106,ALTO,32201,64002,173674,706311,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1106_21_JUNIO_2025.pdf
2025-06-22,1107,ALTO,30498,58117,231725,715380,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1107_22_JUNIO_2025.pdf
2025-06-23,1108,ALTO,16691,43970,235451,619808,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1108_23_JUNIO_2025.pdf
2025-06-24,1109,ALTO,14032,36610,218577,511320,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1109_24_JUNIO_2025.pdf
2025-06-25,1110,ALTO,19950,52166,212770,474146,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1110_25_JUNIO_2025.pdf
2025-06-26,1111,ALTO,20364,51975,202265,453996,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1111_26_JUNIO_2025.pdf
2025-06-27,1112,ALTO,19834,44191,271135,564979,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1112_27_JUNIO_2025.pdf
2025-06-28,1113,ALTO,19868,43459,322287,541965,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1113_28_JUNIO_2025.pdf
2025-06-29,1114,ALTO,16648,43879,276228,474910,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1114_29_JUNIO_2025.pdf
2025-06-30,1115,ALTO,30070,51979,281036,554930,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1115_30_JUNIO_2025.pdf
2025-07-01,1116,ALTO,26374,61639,295707,632580,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1116_01_JULIO_2025.pdf
2025-07-02,1117,ALTO,50168,60639,358285,741520,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1117_02_JULIO_2025.pdf
2025-07-03,1118,ALTO,52445,61746,400783,778252,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1118_03_JULIO_2025.pdf
2025-07-04,1119,ALTO,56648,78089,404226,738870,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1119_04_JULIO_2025.pdf
2025-07-06,1121,ALTO,82699,99518,424929,760194,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1121_06_JULIO_2025.pdf
2025-07-07,1122,ALTO,78978,99387,431383,777788,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1122_07_JULIO_2025.pdf
2025-07-08,1123,ALTO,79571,97880,445151,774949,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1123_08_JULIO_2025.pdf
2025-07-09,1124,ALTO,74342,99291,420697,735927,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1124_09_JULIO_2025.pdf
2025-07-10,1125,ALTO,74342,99291,420697,735927,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1125_10_JULIO_2025.pdf
2025-07-11,1126,ALTO,74342,99291,420697,735927,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1126_11_JULIO_2025.pdf
2025-07-12,1127,ALTO,74342,99291,420697,735927,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1127_12_JULIO_2025.pdf
2025-07-14,1129,ALTO,74342,99291,420697,735927,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1129_14_JULIO_2025.pdf
2025-07-15,1130,ALTO,74342,99291,420697,735927,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1130_15_JULIO_2025.pdf
2025-07-16,1131,ALTO,74342,99291,420697,735927,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1131_16_JULIO_2025.pdf
2025-07-17,1132,ALTO,,,420697,735927,4,NO,,,,,,,,,,,,,,,,,SARGAZO_1132_17_JULIO_2025.pdf
2025-07-18,1133,ALTO,,,420697,735927,4,NO,,,,,,,,,,,,,,,,,SARGAZO_1133_18_JULIO_2025.pdf
2025-07-19,1134,ALTO,,,420697,735927,4,NO,,,,,,,,,,,,,,,,,SARGAZO_1134_19_JULIO_2025.pdf
2025-07-20,1135,ALTO,,,420697,735927,4,NO,,,,,,,,,,,,,,,,,SARGAZO_1135_20_JULIO_2025.pdf
2025-07-21,1136,ALTO,,,420697,735927,4,NO,,,,,,,,,,,,,,,,,SARGAZO_1136_21_JULIO_2025.pdf
2025-07-22,1137,ALTO,,,,,1,NO,,,,,,,,,,,,,,,,,SARGAZO_1137_22_JULIO_2025.pdf
2025-07-23,1138,ALTO,,,,,3,SI,,,,,,,,,,,,,,,,,SARGAZO_1138_23_JULIO_2025.pdf
2025-07-24,1139,MODERADO,,,,,3,SI,,,,,,,,,,,,,,,,,SARGAZO_1139_24_JULIO_2025.pdf
2025-07-25,1140,MODERADO,,,,,7,SI,,,,,,,,,,,,,,,,,SARGAZO_1140_25_JULIO_2025.pdf
2025-07-26,1141,MODERADO,,,,,3,SI,,,,,,,,,,,,,,,,,SARGAZO_1141_26_JULIO_2025.pdf
2025-07-27,1142,MODERADO,,,,,1,NO,,,,,,,,,,,,,,,,,SARGAZO_1142_27_JULIO_2025.pdf
2025-07-28,1143,MODERADO,,,,,3,SI,,,,,,,,,,,,,,,,,SARGAZO_1143_28_JULIO_2025.pdf
2025-07-29,1144,MODERADO,,,,,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1144_29_JULIO_2025.pdf
2025-07-30,1145,MODERADO,,,,,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1145_30_JULIO_2025.pdf
2025-07-31,1146,MODERADO,,,,,4,NO,,,,,,,,,,,,,,,,,SARGAZO_1146_31_JULIO_2025.pdf
2025-08-01,1147,MODERADO,,,,,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1147_01_AGOSTO_2025.pdf
2025-08-02,1148,MODERADO,,,,,2,NO,,,,,,,,,,,,,,,,,SARGAZO_1148_02_AGOSTO_2025.pdf
2025-08-03,1149,MODERADO,,,,,3,NO,,,,,,,,,,,,,,,,,SARGAZO_1149_03_AGOSTO_2025.pdf
2025-08-04,1150,MODERADO,,,,,2,NO,,,,,,,,,,,,,,,,,SARGAZO_1150_04_AGOSTO_2025.pdf
2025-08-05,1151,MODERADO,,,,,2,NO,,,,,,,,,,,,,,,,,SARGAZO_1151_05_AGOSTO_2025.pdf
2025-08-06,1152,MODERADO,,,,,3,NO,,,,,,,,,,,,,,,,,SARGAZO_1152_06_AGOSTO_2025.pdf
2025-08-07,1153,MODERADO,,,,,3,NO,,,,,,,,,,,,,,,,,SARGAZO_1153_07_AGOSTO_2025.pdf
2025-08-08,1154,MODERADO,,,,,3,NO,,,,,,,,,,,,,,,,,SARGAZO_1154_08_AGOSTO_2025.pdf
2025-08-09,1155,MODERADO,,,,,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1155_09_AGOSTO_2025.pdf
2025-08-10,1156,MODERADO,,,,,3,NO,,,,,,,,,,,,,,,,,SARGAZO_1156_10_AGOSTO_2025.pdf
2025-08-11,1157,MODERADO,,,,,3,NO,,,,,,,,,,,,,,,,,SARGAZO_1157_11_AGOSTO_2025.pdf
2025-08-12,1158,MODERADO,,,,,0,NO,,,,,,,,,,,,,,,,,SARGAZO_1158_12_AGOSTO_2025.pdf
2025-08-13,1159,MODERADO,,,,,2,NO,,,,,,,,,,,,,,,,,SARGAZO_1159_13_AGOSTO_2025.pdf
2025-08-14,1160,MODERADO,,,,,2,NO,,,,,,,,,,,,,,,,,SARGAZO_1160_14_AGOSTO_2025.pdf
2025-08-15,1161,MODERADO,,,,,2,NO,,,,,,,,,,,,,9,este,7,este,SARGAZO_1161_15_AGOSTO_2025.pdf
2025-08-16,1162,MODERADO,,,,,3,NO,,,,,,,,,,,,,11,este,6,este,SARGAZO_1162_16_AGOSTO_2025.pdf
2025-08-17,1163,MODERADO,,,,,2,NO,,,,,,,,,,,,,14,este,8,este,SARGAZO_1163_17_AGOSTO_2025.pdf
2025-08-18,1164,MODERADO,,,,,2,NO,,,,,,,,,,,,,4,este,7,este,SARGAZO_1164_18_AGOSTO_2025.pdf
2025-08-19,1165,MODERADO,,,,,2,NO,,,,,,,,,,,,,4,este,7,este,SARGAZO_1165_19_AGOSTO_2025.pdf
2025-08-20,1166,MODERADO,,,,,2,NO,,,,,,,,,,,,,5,este,1,este,SARGAZO_1166_20_AGOSTO_2025.pdf
2025-08-21,1167,MODERADO,,,,,2,NO,,,,,,,,,,,,,6,este,11,este,SARGAZO_1167_21_AGOSTO_2025.pdf
2025-08-22,1168,MODERADO,,,,,2,NO,,,,,,,,,,,,,12,sureste,13,este,SARGAZO_1168_22_AGOSTO_2025.pdf
2025-08-23,1169,MODERADO,,,,,3,NO,,,,,,,,,,,,,7,sureste,10,este,SARGAZO_1169_23_AGOSTO_2025.pdf
2025-08-24,1170,MODERADO,,,,,2,NO,,,,,,,,,,,,,8,sureste,10,este,SARGAZO_1170_24_AGOSTO_2025.pdf
2025-08-25,1171,MODERADO,,,,,0,NO,,,,,,,,,,,,,12,este,13,este,SARGAZO_1171_25_AGOSTO_2025.pdf
2025-08-26,1172,MODERADO,39965,24593,161936,101731,0,NO,,,,,,,,,,,,,11,este,13,noreste,SARGAZO_1172_26_AGOSTO_2025.pdf
2025-08-27,1173,MODERADO,38585,20617,168938,121800,0,NO,,,,,,,,,,,,,11,este,15,noreste,SARGAZO_1173_27_AGOSTO_2025.pdf
2025-08-28,1174,MODERADO,,,,,1,NO,,,,,,,,,,,,,13,este,12,noreste,SARGAZO_1174_28_AGOSTO_2025.pdf
2025-08-29,1175,MODERADO,,,,,3,NO,,,,,,,,,,,,,8,sureste,9,sureste,SARGAZO_1175_29_AGOSTO_2025.pdf
2025-08-30,1176,MODERADO,,,,,3,NO,,,,,,,,,,,,,7-11,sureste,6-11,este,SARGAZO_1176_30_AGOSTO_2025.pdf
2025-08-31,1177,MODERADO,24743,10514,214099,116476,3,NO,,,,,,,,,,,,,6-9,sur,9-12,sureste,SARGAZO_1177_31_AGOSTO_2025.pdf
2025-09-01,1178,MODERADO,34625,11511,217764,113765,3,NO,,,,,,,,,,,,,3-5,este,6-8,sureste,SARGAZO_1178_01_SEPTIEMBRE_2025.pdf
2025-09-02,1179,MODERADO,39954,10858,222980,110283,6,SI,,,,,,,,,,,,,1-3,norte,4-6,noreste,SARGAZO_1179_02_SEPTIEMBRE_2025.pdf
2025-09-03,1180,MODERADO,39621,12452,220940,95439,6,SI,,,,,,,,,,,,,3-7,sur,6-7,este,SARGAZO_1180_03_SEPTIEMBRE_2025.pdf
2025-09-04,1181,MODERADO,40219,13914,214207,85609,7,SI,,,,,,,,,,,,,4-9,suroeste,4-8,sur,SARGAZO_1181_04_SEPTIEMBRE_2025.pdf
2025-09-05,1182,MODERADO,43628,14175,216163,86046,6,SI,,,,,,,,,,,,,2-8,sur,7-9,sureste,SARGAZO_1182_05_SEPTIEMBRE_2025.pdf
2025-09-06,1183,MODERADO,44431,13580,200740,83257,6,SI,,,,,,,,,,,,,5-7,sur,7-9,sureste,SARGAZO_1183_06_SEPTIEMBRE_2025.pdf
2025-09-07,1184,MODERADO,44498,12705,182991,80324,6,SI,,,,,,,,,,,,,4-8,sureste,6-9,este,SARGAZO_1184_07_SEPTIEMBRE_2025.pdf
