month,Mend_NSS_Mt,Mend_SSS_Mt,Mend_GSR_Mt,Mend_ACR_Mt,Mend_GASB_Mt,Mend_NWGoM_Mt,num_conglomerados,corriente_xcalak_nudos,corriente_mahahual_nudos,corriente_tulum_nudos,corriente_playa_carmen_nudos,corriente_puerto_morelos_nudos,corriente_cancun_nudos,SEMAR_CM_Mt,SEMAR_CC_Mt,SEMAR_CO_Mt,SEMAR_ACO_Mt,semaforo_mensual,conglomerado_cozumel,viento_norte_nudos,viento_sur_nudos,corriente_xcalak_dir,corriente_mahahual_dir,corriente_tulum_dir,corriente_playa_carmen_dir,corriente_puerto_morelos_dir,corriente_cancun_dir,viento_norte_dir,viento_sur_dir,aligned_CM,aligned_ACO,aligned_CO,fuente
2014-05,0.00289877158187604,0.000550150542686218,0.0138473521707611,0.000608626846538023,2.39832594730634,1.29407016593407,,,,,,,,,,,,,,,,,,,,,,,,1.29407016593407,2.39832594730634,0.000608626846538023,mendeley
2014-06,0.00321648636749882,0.000133651763913122,0.0090707621923773,0.000445949520402422,2.99379432807875,0.466262555132536,,,,,,,,,,,,,,,,,,,,,,,,0.466262555132536,2.99379432807875,0.000445949520402422,mendeley
2014-07,0.00456296237452073,0.000162316129953844,0.0177660370595532,0.00530012143888536,2.79899983610611,0.31998834744694,,,,,,,,,,,,,,,,,,,,,,,,0.31998834744694,2.79899983610611,0.00530012143888536,mendeley
2014-08,0.0217158318874614,0.000116668610542149,0.0418111699471863,0.0270579831330786,2.85236792828949,0.0871919306794962,,,,,,,,,,,,,,,,,,,,,,,,0.0871919306794962,2.85236792828949,0.0270579831330786,mendeley
2014-09,0.0862086909725211,0.000508343356750402,0.104745675384058,0.128065739085027,2.89482037546253,0.00410078269460217,,,,,,,,,,,,,,,,,,,,,,,,0.00410078269460217,2.89482037546253,0.128065739085027,mendeley
2014-10,0.335534479707455,0.00579506303330338,0.134380778381527,0.114446255235874,2.05978762825295,0.0157209814533993,,,,,,,,,,,,,,,,,,,,,,,,0.0157209814533993,2.05978762825295,0.114446255235874,mendeley
2014-11,0.319488712071594,0.0198010364676306,0.0214318371062745,0.0854105784831088,0.874139624337899,0.0160795834237771,,,,,,,,,,,,,,,,,,,,,,,,0.0160795834237771,0.874139624337899,0.0854105784831088,mendeley
2014-12,0.161494455717431,0.0736205354744084,0.00419643777944707,0.0825250131790796,1.15898093537107,0.0146618355659144,,,,,,,,,,,,,,,,,,,,,,,,0.0146618355659144,1.15898093537107,0.0825250131790796,mendeley
2015-01,0.0369617000819604,0.0365338959826222,0.00219855371730119,0.0216233811402645,1.22098300254589,0.00440227286017329,,,,,,,,,,,,,,,,,,,,,,,,0.00440227286017329,1.22098300254589,0.0216233811402645,mendeley
2015-02,0.000453166766872997,0.00222799209900096,0.000217581916295103,0.0059136486506952,1.87512927940315,0.00207877166900473,,,,,,,,,,,,,,,,,,,,,,,,0.00207877166900473,1.87512927940315,0.0059136486506952,mendeley
